Gene,log2FC,AveExpr,t,P.Value,adj.P.Val,B
DMTN,-0.315312306,4.69501387,-5.075667958,4.38E-07,5.58E-07,3.973735016
CTC-471J1.11,-0.303227857,-1.492500755,-5.077136871,4.34E-07,5.54E-07,4.651001822
XIST,-1.675558707,1.711944492,-5.081368499,4.25E-07,5.42E-07,4.412306065
OSBPL1A,-0.234210967,5.052828532,-5.082729298,4.22E-07,5.38E-07,3.978332072
RP1-267L14.6,-0.404717687,-2.081276245,-5.084684012,4.18E-07,5.33E-07,4.737487305
SH3BGR,-0.250815322,1.221670638,-5.087234117,4.12E-07,5.26E-07,4.491031996
CDH20,-0.531991211,-2.850001672,-5.088550083,4.09E-07,5.22E-07,4.819700315
RP11-617F23.1,-0.290898908,2.735085223,-5.098120394,3.90E-07,4.97E-07,4.368574292
CTD-2035E11.4,-0.384366618,-2.204679948,-5.099254156,3.87E-07,4.94E-07,4.820497599
RAB31,-0.278913523,6.706732556,-5.101233429,3.83E-07,4.89E-07,4.040485029
AVPI1,-0.307613857,4.189745741,-5.102890012,3.80E-07,4.85E-07,4.170709339
LMBRD1,-0.201377425,5.503930797,-5.105847394,3.74E-07,4.78E-07,4.070074521
RP1-78B3.1,-0.426840587,-2.6949868,-5.108372621,3.69E-07,4.71E-07,4.906299593
AMZ1,-0.438685091,-0.61175157,-5.111197798,3.64E-07,4.65E-07,4.751346024
YTHDC1,-0.14505349,6.051078343,-5.112867947,3.61E-07,4.61E-07,4.094983889
TTC21B,-0.167080496,4.095742611,-5.113358266,3.60E-07,4.60E-07,4.236549902
APOC4-APOC2,-0.54077375,1.960213013,-5.114487156,3.58E-07,4.57E-07,4.550200246
PROX1,-0.513101849,1.716272978,-5.114892398,3.57E-07,4.56E-07,4.579690788
LRRC43,-0.496346975,-0.296876788,-5.118287006,3.51E-07,4.48E-07,4.764818959
RP11-336K24.12,-0.363016877,-0.814712553,-5.118649064,3.50E-07,4.47E-07,4.803990534
ACSL5,-0.551855834,5.648042802,-5.120108876,3.47E-07,4.44E-07,4.137211632
U47924.31,-0.237285638,0.592062725,-5.122231489,3.44E-07,4.39E-07,4.721059891
ABAT,-0.338114951,3.455244428,-5.122480114,3.43E-07,4.38E-07,4.381629302
RP11-521B24.5,-0.807387775,-1.057505418,-5.128442379,3.33E-07,4.25E-07,4.872377089
NFYC-AS1,-0.30657454,-0.03838291,-5.131368653,3.28E-07,4.19E-07,4.813133118
PARP12,-0.208782275,5.587474115,-5.132737838,3.25E-07,4.16E-07,4.202511455
PRKY,-1.352397693,-0.010981765,-5.133100243,3.25E-07,4.15E-07,4.819991869
CDYL2,-0.304628571,3.282342562,-5.137946502,3.17E-07,4.05E-07,4.486767588
TNFRSF1A,-0.216253538,7.283553954,-5.138829759,3.15E-07,4.03E-07,4.239696083
SLC35A4,-0.165156495,6.266642472,-5.142201343,3.10E-07,3.96E-07,4.242681202
IRGQ,-0.212812623,4.932887154,-5.14385543,3.07E-07,3.93E-07,4.29442663
STEAP2,-0.412144845,4.663656036,-5.143878,3.07E-07,3.93E-07,4.319320286
CCDC61,-0.208931502,2.702331734,-5.148295686,3.00E-07,3.84E-07,4.625644147
SYNJ2BP,-0.16829371,5.164295751,-5.152946721,2.93E-07,3.74E-07,4.323967918
CCDC155,-0.677371156,-3.077492108,-5.154773377,2.90E-07,3.71E-07,5.171001606
DTX1,-0.319290864,1.438055716,-5.155964291,2.88E-07,3.69E-07,4.815727995
SLX1B,-0.410500477,2.061523658,-5.162617766,2.78E-07,3.56E-07,4.781083714
TSHZ1,-0.227285604,4.454019071,-5.163604233,2.77E-07,3.54E-07,4.44258539
C20orf195,-0.472973365,-0.788640995,-5.167666419,2.71E-07,3.47E-07,5.049442004
AC093616.4,-0.399037963,0.172314134,-5.175259747,2.60E-07,3.33E-07,5.020571093
CIPC,-0.16804883,4.795953294,-5.182987147,2.50E-07,3.20E-07,4.504671236
MTRF1L,-0.161761712,4.285039973,-5.186321694,2.46E-07,3.15E-07,4.579322206
VLDLR-AS1,-0.447215633,-1.475019837,-5.191399708,2.39E-07,3.06E-07,5.225364684
RP11-603J24.7,-0.256560883,-1.285846303,-5.192095515,2.38E-07,3.05E-07,5.213302218
ZBED3-AS1,-0.311974621,-0.703128129,-5.193454597,2.37E-07,3.03E-07,5.174073827
NCKIPSD,-0.182058993,4.564988577,-5.195740977,2.34E-07,3.00E-07,4.593184284
SYTL2,-0.372315966,4.353880302,-5.195876573,2.34E-07,2.99E-07,4.619082544
SPIRE1,-0.257886369,5.026067112,-5.196193511,2.33E-07,2.99E-07,4.552981799
KIAA0226,-0.187715599,5.206863348,-5.197467995,2.32E-07,2.97E-07,4.547647821
EEPD1,-0.271645237,3.368320757,-5.200577687,2.28E-07,2.92E-07,4.791150567
OCLN,-0.424279035,5.237796673,-5.204169794,2.24E-07,2.87E-07,4.580091825
CEP290,-0.206498136,4.030114951,-5.204600251,2.23E-07,2.86E-07,4.708357579
UNC5A,-0.469882091,-1.02986154,-5.207211434,2.20E-07,2.82E-07,5.269628504
SOS2,-0.172148544,5.200707682,-5.207464384,2.20E-07,2.82E-07,4.599062943
NFATC2IP,-0.167866063,5.513804855,-5.209453138,2.17E-07,2.79E-07,4.594474563
NPIPA7,-0.365315511,1.211104632,-5.211168162,2.15E-07,2.76E-07,5.118513233
ICOS,-0.413265576,0.861042666,-5.212008417,2.15E-07,2.75E-07,5.154181226
IPO5P1,-0.345743671,2.057627743,-5.217121279,2.09E-07,2.68E-07,5.059187249
RP4-644L1.2,-0.479726306,-2.361297101,-5.217950371,2.08E-07,2.67E-07,5.434163546
TNFRSF4,-0.358080208,1.812018341,-5.218113639,2.08E-07,2.67E-07,5.092659141
MKLN1,-0.191805775,5.607180776,-5.218519574,2.07E-07,2.66E-07,4.637862704
GPAT2,-0.612781786,1.569241018,-5.219019752,2.07E-07,2.65E-07,5.123424916
LINC00174,-0.329454781,2.81917104,-5.220406596,2.05E-07,2.64E-07,4.975968325
AC002310.14,-0.303309375,-0.812114542,-5.222321266,2.03E-07,2.61E-07,5.329829766
CUZD1,-0.360499462,-0.216522825,-5.230726127,1.94E-07,2.50E-07,5.330355627
SP140L,-0.229724763,4.409408189,-5.237974788,1.87E-07,2.40E-07,4.82770361
SETD3,-0.169660457,5.88540431,-5.239416316,1.85E-07,2.38E-07,4.739505098
SLC25A16,-0.227148676,4.38167147,-5.242587798,1.82E-07,2.34E-07,4.854875668
SHROOM3,-0.380627451,5.457982627,-5.243466301,1.82E-07,2.33E-07,4.771062258
LINC00476,-0.226731003,1.047047733,-5.247084221,1.78E-07,2.29E-07,5.317831016
ZNF549,-0.299125792,2.545709178,-5.251435457,1.74E-07,2.24E-07,5.173594089
RP11-152H18.3,-0.958218031,-0.261892526,-5.25444607,1.71E-07,2.20E-07,5.455405801
PTGS2,-0.635671026,5.188601361,-5.255327163,1.70E-07,2.19E-07,4.845535733
COG3,-0.164706824,4.797961625,-5.255588056,1.70E-07,2.19E-07,4.876425362
AC010761.9,-0.548340526,-1.897001253,-5.259313564,1.67E-07,2.15E-07,5.608424424
CFAP57,-0.588502047,0.715247912,-5.261444409,1.65E-07,2.12E-07,5.420393614
RP11-364L4.1,-0.417109125,-2.044939871,-5.26762733,1.60E-07,2.05E-07,5.663558115
LSM11,-0.180405462,2.628831242,-5.269478474,1.58E-07,2.03E-07,5.255390922
RGS19,-0.219230382,4.186120192,-5.270209065,1.57E-07,2.03E-07,5.023190105
MED22,-0.169142441,4.922991855,-5.27221786,1.56E-07,2.01E-07,4.951477525
Mar-07,-0.168324791,6.605286532,-5.273042312,1.55E-07,2.00E-07,4.914212412
ADAMTS5,-0.409508734,2.043263383,-5.274505855,1.54E-07,1.98E-07,5.356243512
TLN2,-0.300366707,3.789548841,-5.27698561,1.52E-07,1.96E-07,5.117369881
PIGR,-0.991444232,6.257655738,-5.279472002,1.50E-07,1.93E-07,4.94481601
ADAT3,-0.318531083,1.185862826,-5.279965998,1.49E-07,1.92E-07,5.474906823
RP11-93B14.10,-0.477328995,-2.429110953,-5.280429468,1.49E-07,1.92E-07,5.761298421
VPS13B,-0.176634106,5.202564972,-5.281541733,1.48E-07,1.91E-07,4.980225269
RP11-162A12.4,-0.335845373,-1.945952431,-5.282968596,1.47E-07,1.89E-07,5.734728666
GFOD2,-0.184557018,4.270817512,-5.283968374,1.46E-07,1.88E-07,5.082905475
NPY4R,-0.651862373,-1.983678196,-5.284211803,1.46E-07,1.88E-07,5.744286208
FO538757.2,-0.233290041,4.354640448,-5.285568052,1.45E-07,1.87E-07,5.080285422
MAN2B2,-0.207421827,6.035039662,-5.28661191,1.44E-07,1.86E-07,4.98196783
RP11-439A17.9,-0.516884967,-2.454998801,-5.289235985,1.42E-07,1.83E-07,5.809036298
ACSF2,-0.315640093,4.840190544,-5.290002115,1.42E-07,1.83E-07,5.050657426
RP5-1039K5.19,-0.297416112,1.931250264,-5.291842984,1.40E-07,1.81E-07,5.459214077
NYAP2,-0.65781119,-2.096288053,-5.293588825,1.39E-07,1.79E-07,5.802195474
FAM95C,-0.594432894,0.447415218,-5.305615815,1.30E-07,1.68E-07,5.670471209
CD99L2,-0.255885161,5.810327889,-5.30775333,1.29E-07,1.66E-07,5.094175983
AP000560.3,-0.415354171,-2.892532573,-5.30798495,1.29E-07,1.66E-07,5.941961015
HVCN1,-0.294066746,2.944382367,-5.311396823,1.26E-07,1.63E-07,5.427699147
UTY,-1.441409797,-0.125698424,-5.312672451,1.25E-07,1.62E-07,5.747884182
RIMKLA,-0.52419577,2.66173474,-5.312755655,1.25E-07,1.62E-07,5.47544097
ACAD8,-0.291972367,4.871996419,-5.315259041,1.24E-07,1.60E-07,5.179261163
FAM3D,-0.661654356,0.749503919,-5.318369979,1.22E-07,1.57E-07,5.712871817
ART5,-0.560043104,-1.799427548,-5.318543675,1.21E-07,1.57E-07,5.907456717
ZNF800,-0.171113823,4.265432548,-5.320445675,1.20E-07,1.55E-07,5.273347975
TEX2,-0.195348581,5.627355387,-5.322900124,1.19E-07,1.53E-07,5.177122068
CLTCL1,-0.335934994,2.72093406,-5.326579831,1.16E-07,1.50E-07,5.539270464
SYCP2,-0.488474673,1.482734726,-5.335241875,1.11E-07,1.43E-07,5.73384342
SAR1A,-0.170787882,6.706901814,-5.335355775,1.11E-07,1.43E-07,5.239707225
RP11-677M14.5,-0.397580839,-2.851064884,-5.33735846,1.10E-07,1.42E-07,6.091813279
STX10,-0.205335432,5.145466597,-5.337689524,1.10E-07,1.42E-07,5.276136686
ADCY2,-0.657548513,-0.167937594,-5.338032861,1.09E-07,1.41E-07,5.88312823
PRKAG2-AS1,-0.391643512,0.495192809,-5.339087395,1.09E-07,1.40E-07,5.841459764
NINJ2,-0.44266238,2.942186617,-5.340913464,1.08E-07,1.39E-07,5.582192096
ESRRB,-0.542494166,-2.82877351,-5.341065307,1.08E-07,1.39E-07,6.109400352
ZNF599,-0.208444238,2.232232798,-5.341364546,1.07E-07,1.39E-07,5.681296179
GPX1P1,-0.543797263,-0.735261875,-5.341778931,1.07E-07,1.38E-07,5.942697821
RP5-965G21.6,-0.349431556,-1.656510341,-5.34382199,1.06E-07,1.37E-07,6.027692024
CTC-444N24.7,-0.343130067,-0.952425527,-5.346000733,1.05E-07,1.35E-07,5.981581094
WBP1L,-0.192253606,6.00412133,-5.348063747,1.04E-07,1.34E-07,5.302660667
PBX2P1,-0.366560966,-2.682451528,-5.348436269,1.03E-07,1.34E-07,6.136137369
MRRF,-0.193867503,4.749131807,-5.350081606,1.02E-07,1.32E-07,5.372564474
NID2,-0.384369186,3.730654882,-5.35305276,1.01E-07,1.30E-07,5.523155218
STAT2,-0.208072046,6.960778737,-5.356657619,9.89E-08,1.28E-07,5.355270676
TUBA3FP,-0.43728167,-1.401078128,-5.360835956,9.66E-08,1.25E-07,6.09579787
RP11-111A22.1,-0.346646077,-2.372667166,-5.360936864,9.66E-08,1.25E-07,6.176490581
RP11-670E13.6,-0.447091442,-1.259689539,-5.363103125,9.55E-08,1.24E-07,6.09609078
EPN2,-0.20020029,5.495576055,-5.363239224,9.54E-08,1.23E-07,5.392733828
RP1-20C7.6,-0.392157146,-2.611231339,-5.364187227,9.49E-08,1.23E-07,6.213010458
RHOF,-0.443830261,4.268576898,-5.366649957,9.36E-08,1.21E-07,5.515043662
RP13-188A5.1,-0.271740323,-0.983532796,-5.373693178,9.01E-08,1.17E-07,6.129498641
CRK,-0.171057892,6.118634079,-5.374198083,8.99E-08,1.16E-07,5.439593307
RP11-1148L6.8,-0.239235116,0.883776895,-5.376212094,8.89E-08,1.15E-07,6.00471227
PARM1,-0.530638337,6.063680244,-5.378195683,8.79E-08,1.14E-07,5.460814166
FTO,-0.19109795,5.28692276,-5.378432588,8.78E-08,1.14E-07,5.48204777
IL17RC,-0.212390944,4.502206609,-5.380293647,8.69E-08,1.13E-07,5.557753038
ZNF558,-0.228315414,4.126438282,-5.38030325,8.69E-08,1.13E-07,5.606593597
CSNK1D,-0.18280458,7.436062546,-5.40508667,7.59E-08,9.85E-08,5.620365021
TNFSF13B,-0.397519462,3.48930268,-5.405700857,7.57E-08,9.82E-08,5.839008785
KIAA0430,-0.192995425,6.137952392,-5.408702693,7.45E-08,9.66E-08,5.621942799
RP5-1050D4.5,-0.328745287,-1.947105643,-5.409695033,7.41E-08,9.61E-08,6.398746429
PCDH20,-0.738327461,1.268808824,-5.410777212,7.36E-08,9.55E-08,6.152573843
ZNF717,-0.350317571,1.791301743,-5.411426374,7.34E-08,9.52E-08,6.102433756
KCNH2,-0.587526985,1.920906484,-5.413460421,7.25E-08,9.41E-08,6.098580527
TAF1D,-0.273366076,5.904946694,-5.414108417,7.23E-08,9.38E-08,5.651963587
SLC5A1,-0.805205456,0.879211338,-5.415282424,7.18E-08,9.32E-08,6.211682475
BIRC3,-0.461632109,5.514843875,-5.416963293,7.12E-08,9.24E-08,5.675926591
TMEM51-AS1,-0.378362317,1.498547443,-5.423349642,6.87E-08,8.92E-08,6.196763992
RP11-350J20.5,-0.428213143,-1.668880202,-5.425255941,6.80E-08,8.83E-08,6.458297567
KLHL18,-0.147141213,4.040928788,-5.427295705,6.72E-08,8.73E-08,5.867889501
IGSF22,-0.39586749,-1.209030262,-5.429628869,6.64E-08,8.62E-08,6.443652503
CCR4,-0.517642791,1.016793545,-5.429815673,6.63E-08,8.61E-08,6.276856905
HAGH,-0.212159023,4.93713898,-5.438138586,6.34E-08,8.23E-08,5.821616628
LARGE,-0.351265648,4.020220969,-5.441503678,6.22E-08,8.08E-08,5.946615734
CPSF3L,-0.19586838,6.258021059,-5.443158806,6.16E-08,8.01E-08,5.805333571
CDRT1,-0.47282514,-1.012943257,-5.443877245,6.14E-08,7.98E-08,6.503706966
SLC17A9,-0.464380728,3.550983158,-5.444256696,6.13E-08,7.96E-08,6.034211252
EDEM1,-0.244853663,6.541616347,-5.445312996,6.09E-08,7.92E-08,5.818815453
MBD6,-0.223371423,6.124786531,-5.447103993,6.03E-08,7.84E-08,5.826242811
ZMIZ2,-0.24928455,6.867681547,-5.447438555,6.02E-08,7.83E-08,5.834455057
RP11-16P6.1,-0.333031786,-0.926192095,-5.447967852,6.00E-08,7.80E-08,6.518663153
DDX50P1,-0.361689427,-1.735247602,-5.45270108,5.85E-08,7.60E-08,6.609973991
CCDC174,-0.145117564,3.864881909,-5.460240528,5.61E-08,7.30E-08,6.070219153
CYP19A1,-0.467396997,-1.384220404,-5.460845664,5.59E-08,7.27E-08,6.624474361
LINC00639,-0.503297361,-1.758414496,-5.462038611,5.55E-08,7.23E-08,6.661787016
DNAAF3,-0.619415769,0.954110877,-5.462064993,5.55E-08,7.23E-08,6.454428658
RAB43,-0.365832195,4.703984778,-5.466047342,5.43E-08,7.07E-08,5.991716128
GABARAPL2,-0.199241877,6.038947187,-5.466192469,5.43E-08,7.06E-08,5.928569088
INPP4B,-0.394144412,3.942822738,-5.469545661,5.33E-08,6.94E-08,6.108115494
CPT1A,-0.266239362,5.968155146,-5.470337613,5.31E-08,6.91E-08,5.951235225
IRF5,-0.30154528,4.256528456,-5.4705594,5.30E-08,6.90E-08,6.06848919
SP140,-0.381368962,2.299315846,-5.472071856,5.26E-08,6.84E-08,6.365437308
TINF2,-0.182843534,5.669078653,-5.472347005,5.25E-08,6.83E-08,5.96678762
CDKN2B,-0.491899417,4.308988788,-5.472566794,5.24E-08,6.82E-08,6.072312715
PHTF1,-0.19591214,3.802649865,-5.474946204,5.17E-08,6.73E-08,6.158652339
AKIRIN2,-0.188001827,5.039956107,-5.476262258,5.13E-08,6.69E-08,6.017671943
STOML3,-0.904926034,-1.672276742,-5.476925297,5.12E-08,6.66E-08,6.734375945
CCDC74B,-0.523036358,0.63674724,-5.477715843,5.09E-08,6.63E-08,6.56491235
TRDN,-0.868792949,-3.322281835,-5.481642168,4.98E-08,6.49E-08,6.894211725
RP4-583P15.15,-0.360117747,2.179825319,-5.484360975,4.91E-08,6.40E-08,6.446249443
CYP39A1,-0.477460919,1.334897138,-5.485703366,4.87E-08,6.35E-08,6.546113588
KCNJ16,-0.816501091,-1.126598785,-5.486780429,4.84E-08,6.31E-08,6.7424277
CD72,-0.361809732,2.162480681,-5.487605375,4.82E-08,6.28E-08,6.465803389
RNF145,-0.281581262,7.199126658,-5.487983998,4.81E-08,6.27E-08,6.0576784
SLC35G2,-0.378265516,2.44770503,-5.491901119,4.71E-08,6.14E-08,6.452809733
MAX,-0.17038809,5.904444863,-5.492376123,4.70E-08,6.12E-08,6.070197536
TREML3P,-0.687638527,-1.89344288,-5.493280984,4.67E-08,6.09E-08,6.840488044
HAPLN4,-0.528424834,-2.145917338,-5.493413459,4.67E-08,6.09E-08,6.861993652
CAMK1G,-0.392818654,-0.527366765,-5.494440684,4.64E-08,6.05E-08,6.737721083
GATAD1,-0.196563053,5.411962399,-5.494846863,4.63E-08,6.04E-08,6.096330871
IER5,-0.293318353,5.504374644,-5.499050407,4.53E-08,5.90E-08,6.115303588
KIF25,-0.566065434,-2.19662186,-5.499063387,4.53E-08,5.90E-08,6.896548837
OGFRL1,-0.277248186,5.518209224,-5.502809685,4.43E-08,5.78E-08,6.135067165
XXbac-B461K10.4,-0.354425386,3.591541611,-5.503541048,4.41E-08,5.76E-08,6.345685983
U91328.19,-0.277746499,1.634386714,-5.50406847,4.40E-08,5.74E-08,6.614681881
HERC5,-0.337006589,3.238596625,-5.504623484,4.39E-08,5.72E-08,6.407098292
SH2B2,-0.282799462,2.239938532,-5.505884011,4.36E-08,5.69E-08,6.554647518
CDC37L1-AS1,-0.342843377,-2.435462448,-5.507016605,4.33E-08,5.65E-08,6.95890574
ZNF404,-0.353980569,0.573474938,-5.507844883,4.31E-08,5.62E-08,6.731988399
TGOLN2,-0.212033754,7.951289598,-5.512647571,4.20E-08,5.48E-08,6.208630851
AC004538.3,-0.480676827,-2.074395276,-5.516743214,4.10E-08,5.35E-08,6.981817094
FOXL1,-0.466413943,0.870157324,-5.519129468,4.05E-08,5.28E-08,6.76850333
ARMCX2,-0.323732554,4.36923138,-5.520292147,4.02E-08,5.25E-08,6.321536784
SERPINB10,-0.721305683,-3.568013495,-5.520507982,4.02E-08,5.24E-08,7.123290545
FAM114A2,-0.183999881,4.009787076,-5.524366837,3.93E-08,5.13E-08,6.393227955
MBNL1,-0.206111653,7.347765114,-5.529789772,3.81E-08,4.98E-08,6.286399704
RP11-295G24.5,-0.387901485,-2.385334888,-5.530413423,3.80E-08,4.96E-08,7.081174298
RMND5B,-0.179134147,5.034989518,-5.53050465,3.80E-08,4.96E-08,6.310426791
LHFPL2,-0.288229993,5.440961991,-5.532144493,3.76E-08,4.92E-08,6.296529164
ZNF826P,-0.56630612,0.729784325,-5.535428276,3.70E-08,4.83E-08,6.868489172
ADAM19,-0.384205734,4.624130306,-5.537179915,3.66E-08,4.78E-08,6.383285205
DPP7,-0.252197666,6.460860951,-5.538579925,3.63E-08,4.75E-08,6.319822341
MN1,-0.473487579,3.416010784,-5.539011992,3.62E-08,4.73E-08,6.565258179
FZD10-AS1,-0.629945779,1.256779805,-5.543349302,3.54E-08,4.62E-08,6.864821089
PAPD4,-0.165072832,5.168096822,-5.546667485,3.47E-08,4.54E-08,6.389225749
CYP26B1,-0.432650341,2.187286898,-5.546936989,3.47E-08,4.53E-08,6.783288713
RP11-449P15.2,-0.424734335,2.315867688,-5.548325256,3.44E-08,4.50E-08,6.774780721
NOTCH2,-0.267331823,7.079709662,-5.54900511,3.43E-08,4.48E-08,6.385149817
LPCAT1,-0.504969072,8.040285988,-5.550381304,3.40E-08,4.44E-08,6.415467123
IFI44,-0.407350723,4.421808598,-5.551915049,3.37E-08,4.41E-08,6.486439074
KRTAP5-AS1,-0.666707091,-1.196929612,-5.55364658,3.34E-08,4.37E-08,7.109404781
LL22NC03-2H8.5,-0.430367389,-0.181232756,-5.55489263,3.31E-08,4.34E-08,7.040834819
PCDHGA8,-0.555436175,-1.436273772,-5.555427147,3.30E-08,4.32E-08,7.138695381
DDX3X,-0.198834488,8.063519074,-5.558857457,3.24E-08,4.24E-08,6.462208849
TUBBP10,-0.508667821,-3.102815287,-5.562246414,3.18E-08,4.16E-08,7.311988289
MIAT,-0.603116489,3.988916553,-5.565270075,3.13E-08,4.09E-08,6.618405782
CAMKK1,-0.267794687,3.344368496,-5.570717384,3.03E-08,3.97E-08,6.748951405
REG1A,-0.960657796,-3.682857928,-5.574545508,2.97E-08,3.89E-08,7.425811958
GLI3,-0.414181517,3.732941615,-5.580421062,2.87E-08,3.76E-08,6.74050822
RP1-30M3.5,-0.234669053,0.085847188,-5.581208598,2.86E-08,3.74E-08,7.166091189
CRIP3,-0.540578078,-2.285720358,-5.590374186,2.72E-08,3.56E-08,7.399206054
ICAM3,-0.309389984,4.294636191,-5.591545412,2.70E-08,3.53E-08,6.718730211
ZNF579,-0.263472024,3.096737557,-5.592301517,2.69E-08,3.52E-08,6.905184965
TRAM2,-0.240685753,5.696604931,-5.59611216,2.63E-08,3.44E-08,6.636884199
DGKQ,-0.245734615,4.408806695,-5.599704015,2.58E-08,3.38E-08,6.748881537
XPO4,-0.1913045,4.676619178,-5.607473644,2.47E-08,3.23E-08,6.761268398
CALM1,-0.217088089,8.35438466,-5.60878736,2.45E-08,3.21E-08,6.743393212
LNP1,-0.266071289,1.534147261,-5.609633369,2.44E-08,3.19E-08,7.199265746
INE2,-0.682997432,-1.764486945,-5.610273201,2.43E-08,3.18E-08,7.465338473
P2RX5-TAX1BP3,-0.26862589,-0.047757121,-5.61088623,2.42E-08,3.17E-08,7.337693905
CTC-1337H24.4,-0.431293307,-2.741591522,-5.611022701,2.42E-08,3.17E-08,7.549338099
LINC00654,-0.438354781,1.527991142,-5.6126137,2.40E-08,3.14E-08,7.216256271
CAMK2D,-0.25511919,5.662725565,-5.616928577,2.34E-08,3.07E-08,6.751925439
MAP1LC3B,-0.204935167,6.37735527,-5.618587077,2.32E-08,3.04E-08,6.756119018
RP11-568K15.1,-0.288172374,3.528241112,-5.618705966,2.31E-08,3.04E-08,6.982695045
PAMR1,-0.494427737,2.388754582,-5.619270713,2.31E-08,3.03E-08,7.153150753
LINC00964,-0.644638901,-1.446705136,-5.619600616,2.30E-08,3.02E-08,7.490314203
PTDSS2,-0.208515785,4.439319492,-5.625894382,2.22E-08,2.91E-08,6.889025098
ROR2,-0.425335453,3.116341398,-5.629490427,2.18E-08,2.86E-08,7.106383112
LINC01473,-0.339321722,-2.436378734,-5.629924035,2.17E-08,2.85E-08,7.628467154
GABPB2,-0.24824393,3.900584708,-5.633352931,2.13E-08,2.79E-08,7.004888225
RP11-458F8.4,-0.346195719,2.916485044,-5.634932754,2.11E-08,2.77E-08,7.166372221
BBC3,-0.30666814,2.918175054,-5.641837692,2.03E-08,2.66E-08,7.204211599
PABPN1,-0.221908067,6.84136186,-5.642823935,2.02E-08,2.65E-08,6.894938382
AC006014.8,-0.480287489,-1.224629839,-5.646095819,1.98E-08,2.60E-08,7.618053476
RP11-649A18.3,-0.374769387,-1.949774833,-5.648929678,1.95E-08,2.56E-08,7.693420864
OBFC1,-0.238278489,4.305355823,-5.64930624,1.95E-08,2.55E-08,7.035013615
TPRG1,-0.509499807,2.356383503,-5.649454894,1.94E-08,2.55E-08,7.32368826
TMEM106A,-0.299635989,2.83988815,-5.65166973,1.92E-08,2.52E-08,7.269967629
NEK1,-0.211054856,3.545947783,-5.653100864,1.90E-08,2.50E-08,7.16954984
NRP2,-0.358581682,6.060094596,-5.65479711,1.89E-08,2.48E-08,6.955273639
RBFOX2,-0.206885152,6.377745019,-5.654925318,1.88E-08,2.47E-08,6.95654916
OSCP1,-0.329943843,2.53668827,-5.657670804,1.85E-08,2.44E-08,7.345502289
EDC4,-0.197803288,5.9355269,-5.661349347,1.82E-08,2.39E-08,6.992383369
AC099850.1,-0.311996022,-1.004409752,-5.662449311,1.80E-08,2.37E-08,7.69073447
STXBP3,-0.167279616,5.074105871,-5.66364675,1.79E-08,2.36E-08,7.037076763
FAM66B,-0.414797772,-0.995232798,-5.667716077,1.75E-08,2.30E-08,7.719177743
IL7,-0.366786413,1.356399928,-5.667835696,1.75E-08,2.30E-08,7.538006733
PTN,-0.628760576,3.088818991,-5.67085104,1.72E-08,2.26E-08,7.339186532
ATXN7L1,-0.225745002,2.87235164,-5.671546281,1.71E-08,2.25E-08,7.37531738
SLC8A1-AS1,-0.46765454,-0.749651427,-5.678448841,1.65E-08,2.17E-08,7.75968224
LYG1,-0.422612643,-0.958581913,-5.679652929,1.64E-08,2.15E-08,7.782490776
NPC1,-0.258863007,6.245126661,-5.684002932,1.60E-08,2.10E-08,7.117182917
TTLL2,-0.571563503,-3.457753871,-5.685215055,1.58E-08,2.08E-08,8.016667384
RAB32,-0.2918948,4.388068925,-5.686858144,1.57E-08,2.07E-08,7.232670575
TBC1D3L,-0.889692963,2.513374155,-5.691664577,1.53E-08,2.01E-08,7.537275788
PER3,-0.394683493,4.413126648,-5.695235426,1.50E-08,1.97E-08,7.276198337
KIR2DL4,-0.590821431,-1.628400759,-5.696220628,1.49E-08,1.96E-08,7.929133312
MLH3,-0.189718754,4.073548614,-5.697179461,1.48E-08,1.95E-08,7.332746313
GCHFR,-0.357085903,4.051239625,-5.699292078,1.46E-08,1.92E-08,7.347773631
BOK,-0.340550332,5.294228915,-5.701701396,1.44E-08,1.90E-08,7.235373644
KCNN3,-0.41442308,2.51986623,-5.702006377,1.44E-08,1.90E-08,7.594019157
CTC-277H1.7,-0.352026081,0.136957107,-5.704781199,1.42E-08,1.87E-08,7.844499168
DAGLA,-0.348727016,2.927541213,-5.706685669,1.40E-08,1.85E-08,7.562713914
AP001065.15,-0.784757978,-2.224378046,-5.712873313,1.35E-08,1.78E-08,8.071003147
AC009495.2,-0.439201868,-2.868437774,-5.714870696,1.34E-08,1.76E-08,8.134379824
FAM212A,-0.429898375,1.229942234,-5.715343172,1.33E-08,1.76E-08,7.814449027
LRRK1,-0.266367239,4.60229502,-5.717234046,1.32E-08,1.74E-08,7.377089271
RP11-116O18.1,-0.893633776,-3.002750624,-5.721811664,1.28E-08,1.69E-08,8.183970992
MDN1,-0.246306666,5.472033383,-5.72983757,1.23E-08,1.62E-08,7.38461177
SH3GLB1,-0.189830858,6.714605174,-5.729957132,1.23E-08,1.62E-08,7.377744236
